Date,Well,Oil.Calday,Water.Calday,Sc.Sand
4/1/1981,14-02,151,0,CHANNEL
5/1/1981,14-02,146,0,CHANNEL
6/1/1981,14-02,151,0,CHANNEL
7/1/1981,14-02,171,0,CHANNEL
8/1/1981,14-02,113,0,CHANNEL
9/1/1981,14-02,117,0,CHANNEL
12/1/1981,14-02,113,0,CHANNEL
1/1/1982,14-02,113,0,CHANNEL
2/1/1982,14-02,125,0,CHANNEL
3/1/1982,14-02,123,0,CHANNEL
4/1/1982,14-02,128,0,CHANNEL
5/1/1982,14-02,98,0,CHANNEL
6/1/1982,14-02,90,0,CHANNEL
7/1/1982,14-02,87,0,CHANNEL
8/1/1982,14-02,82,0,CHANNEL
10/1/1982,14-02,82,0,CHANNEL
11/1/1982,14-02,85,0,CHANNEL
12/1/1982,14-02,100,0,CHANNEL
2/1/1983,14-02,111,0,CHANNEL
4/1/1983,14-02,104,0,CHANNEL
5/1/1983,14-02,105,0,CHANNEL
6/1/1983,14-02,108,0,CHANNEL
7/1/1983,14-02,125,0,CHANNEL
8/1/1983,14-02,104,0,CHANNEL
9/1/1983,14-02,88,1,CHANNEL
10/1/1983,14-02,85,2,CHANNEL
11/1/1983,14-02,88,0,CHANNEL
12/1/1983,14-02,85,1,CHANNEL
1/1/1984,14-02,85,0,CHANNEL
2/1/1984,14-02,67,1,CHANNEL
3/1/1984,14-02,62,1,CHANNEL
4/1/1984,14-02,65,0,CHANNEL
5/1/1984,14-02,54,0,CHANNEL
7/1/1984,14-02,54,1,CHANNEL
8/1/1984,14-02,54,0,CHANNEL
1/1/1985,14-02,50,1,CHANNEL
2/1/1985,14-02,55,0,CHANNEL
3/1/1985,14-02,57,1,CHANNEL
4/1/1985,14-02,50,0,CHANNEL
5/1/1985,14-02,59,0,CHANNEL
6/1/1985,14-02,61,1,CHANNEL
7/1/1985,14-02,66,1,CHANNEL
8/1/1985,14-02,66,1,CHANNEL
9/1/1985,14-02,57,0,CHANNEL
10/1/1985,14-02,54,1,CHANNEL
11/1/1985,14-02,55,0,CHANNEL
12/1/1985,14-02,54,0,CHANNEL
1/1/1986,14-02,54,1,CHANNEL
2/1/1986,14-02,59,1,CHANNEL
3/1/1986,14-02,54,0,CHANNEL
4/1/1986,14-02,55,0,CHANNEL
5/1/1986,14-02,34,0,CHANNEL
6/1/1986,14-02,35,0,CHANNEL
7/1/1986,14-02,34,0,CHANNEL
8/1/1986,14-02,34,0,CHANNEL
9/1/1986,14-02,35,0,CHANNEL
10/1/1986,14-02,34,0,CHANNEL
2/1/1987,14-02,38,0,CHANNEL
3/1/1987,14-02,34,1,CHANNEL
4/1/1987,14-02,35,1,CHANNEL
5/1/1987,14-02,34,1,CHANNEL
6/1/1987,14-02,35,0,CHANNEL
7/1/1987,14-02,42,1,CHANNEL
8/1/1987,14-02,42,1,CHANNEL
11/1/1987,14-02,43,0,CHANNEL
12/1/1987,14-02,39,1,CHANNEL
1/1/1988,14-02,39,0,CHANNEL
2/1/1988,14-02,54,0,CHANNEL
3/1/1988,14-02,48,0,CHANNEL
4/1/1988,14-02,48,0,CHANNEL
5/1/1988,14-02,44,0,CHANNEL
6/1/1988,14-02,43,0,CHANNEL
7/1/1988,14-02,33,0,CHANNEL
8/1/1988,14-02,22,0,CHANNEL
9/1/1988,14-02,18,0,CHANNEL
10/1/1988,14-02,15,0,CHANNEL
11/1/1988,14-02,14,0,CHANNEL
12/1/1988,14-02,6,0,CHANNEL
6/1/1993,14-02,221,0,CHANNEL
7/1/1993,14-02,481,0,CHANNEL
8/1/1993,14-02,436,0,CHANNEL
9/1/1993,14-02,403,0,CHANNEL
10/1/1993,14-02,357,0,CHANNEL
11/1/1993,14-02,336,0,CHANNEL
12/1/1993,14-02,315,0,CHANNEL
1/1/1994,14-02,290,1,CHANNEL
2/1/1994,14-02,306,1,CHANNEL
3/1/1994,14-02,265,2,CHANNEL
1/1/1982,14-03,84,9,VALLEY
2/1/1982,14-03,83,16,VALLEY
3/1/1982,14-03,97,25,VALLEY
4/1/1982,14-03,93,28,VALLEY
5/1/1982,14-03,71,16,VALLEY
6/1/1982,14-03,76,23,VALLEY
7/1/1982,14-03,91,12,VALLEY
8/1/1982,14-03,91,9,VALLEY
9/1/1982,14-03,83,17,VALLEY
10/1/1982,14-03,77,16,VALLEY
11/1/1982,14-03,85,15,VALLEY
12/1/1982,14-03,84,13,VALLEY
1/1/1983,14-03,83,16,VALLEY
2/1/1983,14-03,76,15,VALLEY
3/1/1983,14-03,69,17,VALLEY
4/1/1983,14-03,71,0,VALLEY
5/1/1983,14-03,69,6,VALLEY
6/1/1983,14-03,60,11,VALLEY
7/1/1983,14-03,58,9,VALLEY
8/1/1983,14-03,72,8,VALLEY
9/1/1983,14-03,74,12,VALLEY
10/1/1983,14-03,72,3,VALLEY
11/1/1983,14-03,74,11,VALLEY
3/1/1985,14-03,72,55,VALLEY
4/1/1985,14-03,74,55,VALLEY
5/1/1985,14-03,21,59,VALLEY
6/1/1985,14-03,22,70,VALLEY
7/1/1985,14-03,16,51,VALLEY
8/1/1985,14-03,16,43,VALLEY
9/1/1985,14-03,17,39,VALLEY
10/1/1985,14-03,16,18,VALLEY
10/1/1990,14-03,16,5,VALLEY
11/1/1990,14-03,17,21,VALLEY
12/1/1990,14-03,16,60,VALLEY
1/1/1991,14-03,16,36,VALLEY
2/1/1991,14-03,2,6,VALLEY
,14-04,,,<N/A>
8/1/1979,15-02,46,0,CHANNEL
9/1/1979,15-02,696,0,CHANNEL
10/1/1979,15-02,652,0,CHANNEL
11/1/1979,15-02,497,0,CHANNEL
12/1/1979,15-02,583,0,CHANNEL
1/1/1980,15-02,583,0,CHANNEL
2/1/1980,15-02,676,0,CHANNEL
3/1/1980,15-02,458,0,CHANNEL
4/1/1980,15-02,486,0,CHANNEL
5/1/1980,15-02,470,0,CHANNEL
6/1/1980,15-02,486,0,CHANNEL
7/1/1980,15-02,398,0,CHANNEL
8/1/1980,15-02,365,0,CHANNEL
9/1/1980,15-02,378,0,CHANNEL
10/1/1980,15-02,333,0,CHANNEL
11/1/1980,15-02,344,0,CHANNEL
12/1/1980,15-02,301,0,CHANNEL
1/1/1981,15-02,395,0,CHANNEL
2/1/1981,15-02,343,0,CHANNEL
3/1/1981,15-02,310,0,CHANNEL
4/1/1981,15-02,385,0,CHANNEL
5/1/1981,15-02,373,0,CHANNEL
6/1/1981,15-02,371,0,CHANNEL
7/1/1981,15-02,359,0,CHANNEL
8/1/1981,15-02,330,0,CHANNEL
9/1/1981,15-02,323,0,CHANNEL
10/1/1981,15-02,313,0,CHANNEL
11/1/1981,15-02,382,0,CHANNEL
12/1/1981,15-02,403,0,CHANNEL
1/1/1982,15-02,403,0,CHANNEL
2/1/1982,15-02,440,0,CHANNEL
3/1/1982,15-02,330,0,CHANNEL
5/1/1982,15-02,243,0,CHANNEL
6/1/1982,15-02,300,0,CHANNEL
7/1/1982,15-02,231,0,CHANNEL
8/1/1982,15-02,245,0,CHANNEL
9/1/1982,15-02,257,0,CHANNEL
10/1/1982,15-02,295,0,CHANNEL
11/1/1982,15-02,401,0,CHANNEL
12/1/1982,15-02,390,0,CHANNEL
2/1/1983,15-02,319,0,CHANNEL
4/1/1983,15-02,297,0,CHANNEL
5/1/1983,15-02,414,0,CHANNEL
6/1/1983,15-02,354,0,CHANNEL
7/1/1983,15-02,367,0,CHANNEL
8/1/1983,15-02,323,0,CHANNEL
9/1/1983,15-02,291,4,CHANNEL
10/1/1983,15-02,363,4,CHANNEL
11/1/1983,15-02,370,3,CHANNEL
12/1/1983,15-02,358,4,CHANNEL
1/1/1984,15-02,345,2,CHANNEL
2/1/1984,15-02,317,3,CHANNEL
3/1/1984,15-02,297,2,CHANNEL
4/1/1984,15-02,245,2,CHANNEL
5/1/1984,15-02,213,2,CHANNEL
6/1/1984,15-02,296,1,CHANNEL
7/1/1984,15-02,220,2,CHANNEL
8/1/1984,15-02,274,2,CHANNEL
9/1/1984,15-02,291,2,CHANNEL
10/1/1984,15-02,290,3,CHANNEL
11/1/1984,15-02,344,2,CHANNEL
12/1/1984,15-02,245,3,CHANNEL
1/1/1985,15-02,305,4,CHANNEL
2/1/1985,15-02,338,3,CHANNEL
3/1/1985,15-02,316,1,CHANNEL
4/1/1985,15-02,315,1,CHANNEL
5/1/1985,15-02,320,2,CHANNEL
6/1/1985,15-02,243,2,CHANNEL
7/1/1985,15-02,292,2,CHANNEL
8/1/1985,15-02,292,1,CHANNEL
9/1/1985,15-02,369,0,CHANNEL
10/1/1985,15-02,357,0,CHANNEL
11/1/1985,15-02,235,0,CHANNEL
12/1/1985,15-02,255,0,CHANNEL
1/1/1986,15-02,281,1,CHANNEL
2/1/1986,15-02,311,0,CHANNEL
3/1/1986,15-02,240,0,CHANNEL
4/1/1986,15-02,248,0,CHANNEL
5/1/1986,15-02,240,0,CHANNEL
6/1/1986,15-02,248,2,CHANNEL
7/1/1986,15-02,240,1,CHANNEL
8/1/1986,15-02,240,8,CHANNEL
9/1/1986,15-02,248,0,CHANNEL
10/1/1986,15-02,142,2,CHANNEL
11/1/1986,15-02,184,0,CHANNEL
12/1/1986,15-02,178,0,CHANNEL
1/1/1987,15-02,140,0,CHANNEL
2/1/1987,15-02,179,1,CHANNEL
3/1/1987,15-02,162,1,CHANNEL
4/1/1987,15-02,270,3,CHANNEL
5/1/1987,15-02,261,2,CHANNEL
6/1/1987,15-02,248,2,CHANNEL
7/1/1987,15-02,240,1,CHANNEL
8/1/1987,15-02,226,0,CHANNEL
9/1/1987,15-02,217,1,CHANNEL
10/1/1987,15-02,194,0,CHANNEL
11/1/1987,15-02,190,0,CHANNEL
12/1/1987,15-02,236,0,CHANNEL
1/1/1988,15-02,224,7,CHANNEL
2/1/1988,15-02,241,7,CHANNEL
3/1/1988,15-02,211,12,CHANNEL
4/1/1988,15-02,206,7,CHANNEL
5/1/1988,15-02,194,0,CHANNEL
6/1/1988,15-02,181,0,CHANNEL
7/1/1988,15-02,180,0,CHANNEL
8/1/1988,15-02,171,0,CHANNEL
9/1/1988,15-02,170,0,CHANNEL
10/1/1988,15-02,158,0,CHANNEL
11/1/1988,15-02,156,0,CHANNEL
12/1/1988,15-02,145,0,CHANNEL
1/1/1989,15-02,138,0,CHANNEL
4/1/1989,15-02,198,0,CHANNEL
5/1/1989,15-02,188,0,CHANNEL
6/1/1989,15-02,194,0,CHANNEL
7/1/1989,15-02,193,0,CHANNEL
8/1/1989,15-02,193,0,CHANNEL
9/1/1989,15-02,182,0,CHANNEL
10/1/1989,15-02,172,0,CHANNEL
11/1/1989,15-02,156,0,CHANNEL
12/1/1989,15-02,154,0,CHANNEL
1/1/1990,15-02,149,0,CHANNEL
2/1/1990,15-02,153,3,CHANNEL
3/1/1990,15-02,154,2,CHANNEL
4/1/1990,15-02,157,0,CHANNEL
5/1/1990,15-02,157,0,CHANNEL
6/1/1990,15-02,154,0,CHANNEL
7/1/1990,15-02,139,0,CHANNEL
8/1/1990,15-02,129,0,CHANNEL
9/1/1990,15-02,132,0,CHANNEL
10/1/1990,15-02,124,0,CHANNEL
11/1/1990,15-02,125,0,CHANNEL
12/1/1990,15-02,121,0,CHANNEL
1/1/1991,15-02,124,0,CHANNEL
2/1/1991,15-02,142,0,CHANNEL
3/1/1991,15-02,125,0,CHANNEL
4/1/1991,15-02,131,0,CHANNEL
5/1/1991,15-02,127,0,CHANNEL
6/1/1991,15-02,151,0,CHANNEL
7/1/1991,15-02,145,0,CHANNEL
8/1/1991,15-02,138,0,CHANNEL
9/1/1991,15-02,136,0,CHANNEL
10/1/1991,15-02,142,0,CHANNEL
11/1/1991,15-02,136,0,CHANNEL
12/1/1991,15-02,129,0,CHANNEL
1/1/1992,15-02,125,0,CHANNEL
2/1/1992,15-02,136,0,CHANNEL
3/1/1992,15-02,122,0,CHANNEL
4/1/1992,15-02,141,0,CHANNEL
5/1/1992,15-02,137,0,CHANNEL
6/1/1992,15-02,116,0,CHANNEL
7/1/1992,15-02,142,0,CHANNEL
8/1/1992,15-02,115,0,CHANNEL
9/1/1992,15-02,119,0,CHANNEL
10/1/1992,15-02,120,0,CHANNEL
11/1/1992,15-02,98,0,CHANNEL
12/1/1992,15-02,94,0,CHANNEL
1/1/1993,15-02,94,0,CHANNEL
2/1/1993,15-02,100,0,CHANNEL
3/1/1993,15-02,91,0,CHANNEL
4/1/1993,15-02,128,0,CHANNEL
5/1/1993,15-02,124,0,CHANNEL
6/1/1993,15-02,128,0,CHANNEL
7/1/1993,15-02,132,0,CHANNEL
8/1/1993,15-02,90,0,CHANNEL
9/1/1993,15-02,97,0,CHANNEL
10/1/1993,15-02,114,0,CHANNEL
11/1/1993,15-02,110,0,CHANNEL
12/1/1993,15-02,92,0,CHANNEL
1/1/1994,15-02,92,0,CHANNEL
2/1/1994,15-02,102,0,CHANNEL
3/1/1994,15-02,92,0,CHANNEL
2/1/1979,15-03,155,0,CHANNEL
3/1/1979,15-03,272,0,CHANNEL
4/1/1979,15-03,257,0,CHANNEL
5/1/1979,15-03,239,0,CHANNEL
6/1/1979,15-03,218,0,CHANNEL
7/1/1979,15-03,207,0,CHANNEL
8/1/1979,15-03,207,0,CHANNEL
9/1/1979,15-03,212,0,CHANNEL
10/1/1979,15-03,194,0,CHANNEL
11/1/1979,15-03,199,0,CHANNEL
12/1/1979,15-03,214,0,CHANNEL
1/1/1980,15-03,185,0,CHANNEL
2/1/1980,15-03,171,0,CHANNEL
3/1/1980,15-03,186,0,CHANNEL
4/1/1980,15-03,203,0,CHANNEL
5/1/1980,15-03,200,0,CHANNEL
6/1/1980,15-03,202,0,CHANNEL
7/1/1980,15-03,177,0,CHANNEL
8/1/1980,15-03,141,0,CHANNEL
9/1/1980,15-03,146,0,CHANNEL
10/1/1980,15-03,122,0,CHANNEL
11/1/1980,15-03,189,0,CHANNEL
12/1/1980,15-03,196,0,CHANNEL
1/1/1981,15-03,203,0,CHANNEL
2/1/1981,15-03,197,0,CHANNEL
3/1/1981,15-03,195,0,CHANNEL
4/1/1981,15-03,140,0,CHANNEL
5/1/1981,15-03,176,0,CHANNEL
6/1/1981,15-03,127,0,CHANNEL
7/1/1981,15-03,123,0,CHANNEL
8/1/1981,15-03,152,0,CHANNEL
9/1/1981,15-03,156,0,CHANNEL
10/1/1981,15-03,138,0,CHANNEL
11/1/1981,15-03,184,0,CHANNEL
12/1/1981,15-03,127,0,CHANNEL
1/1/1982,15-03,175,0,CHANNEL
2/1/1982,15-03,178,0,CHANNEL
3/1/1982,15-03,158,0,CHANNEL
4/1/1982,15-03,182,0,CHANNEL
5/1/1982,15-03,109,0,CHANNEL
6/1/1982,15-03,164,0,CHANNEL
7/1/1982,15-03,159,0,CHANNEL
8/1/1982,15-03,129,0,CHANNEL
9/1/1982,15-03,133,0,CHANNEL
10/1/1982,15-03,134,0,CHANNEL
11/1/1982,15-03,139,0,CHANNEL
12/1/1982,15-03,134,0,CHANNEL
1/1/1983,15-03,119,0,CHANNEL
2/1/1983,15-03,93,0,CHANNEL
3/1/1983,15-03,112,0,CHANNEL
4/1/1983,15-03,98,0,CHANNEL
5/1/1983,15-03,117,0,CHANNEL
6/1/1983,15-03,115,0,CHANNEL
7/1/1983,15-03,121,0,CHANNEL
8/1/1983,15-03,122,2,CHANNEL
9/1/1983,15-03,103,0,CHANNEL
10/1/1983,15-03,127,1,CHANNEL
11/1/1983,15-03,127,0,CHANNEL
12/1/1983,15-03,129,1,CHANNEL
1/1/1984,15-03,119,1,CHANNEL
2/1/1984,15-03,117,1,CHANNEL
3/1/1984,15-03,103,1,CHANNEL
4/1/1984,15-03,106,1,CHANNEL
5/1/1984,15-03,103,1,CHANNEL
6/1/1984,15-03,97,0,CHANNEL
7/1/1984,15-03,76,1,CHANNEL
8/1/1984,15-03,80,0,CHANNEL
9/1/1984,15-03,109,1,CHANNEL
10/1/1984,15-03,105,1,CHANNEL
11/1/1984,15-03,107,1,CHANNEL
12/1/1984,15-03,68,1,CHANNEL
1/1/1985,15-03,81,1,CHANNEL
2/1/1985,15-03,88,1,CHANNEL
3/1/1985,15-03,78,1,CHANNEL
4/1/1985,15-03,81,0,CHANNEL
5/1/1985,15-03,90,0,CHANNEL
6/1/1985,15-03,93,1,CHANNEL
7/1/1985,15-03,90,0,CHANNEL
8/1/1985,15-03,90,0,CHANNEL
9/1/1985,15-03,93,0,CHANNEL
10/1/1985,15-03,106,0,CHANNEL
11/1/1985,15-03,111,0,CHANNEL
12/1/1985,15-03,119,0,CHANNEL
1/1/1986,15-03,114,0,CHANNEL
2/1/1986,15-03,85,0,CHANNEL
3/1/1986,15-03,117,0,CHANNEL
4/1/1986,15-03,121,0,CHANNEL
5/1/1986,15-03,83,0,CHANNEL
6/1/1986,15-03,86,0,CHANNEL
7/1/1986,15-03,83,1,CHANNEL
8/1/1986,15-03,115,1,CHANNEL
9/1/1986,15-03,119,0,CHANNEL
10/1/1986,15-03,114,2,CHANNEL
11/1/1986,15-03,117,0,CHANNEL
12/1/1986,15-03,79,0,CHANNEL
1/1/1987,15-03,87,1,CHANNEL
2/1/1987,15-03,121,0,CHANNEL
3/1/1987,15-03,104,0,CHANNEL
4/1/1987,15-03,109,1,CHANNEL
5/1/1987,15-03,105,3,CHANNEL
6/1/1987,15-03,138,3,CHANNEL
7/1/1987,15-03,122,2,CHANNEL
8/1/1987,15-03,110,1,CHANNEL
9/1/1987,15-03,103,1,CHANNEL
10/1/1987,15-03,102,0,CHANNEL
11/1/1987,15-03,93,0,CHANNEL
12/1/1987,15-03,82,1,CHANNEL
1/1/1988,15-03,82,1,CHANNEL
2/1/1988,15-03,70,1,CHANNEL
3/1/1988,15-03,82,1,CHANNEL
4/1/1988,15-03,95,0,CHANNEL
5/1/1988,15-03,94,0,CHANNEL
6/1/1988,15-03,88,0,CHANNEL
7/1/1988,15-03,82,1,CHANNEL
8/1/1988,15-03,80,1,CHANNEL
9/1/1988,15-03,63,1,CHANNEL
10/1/1988,15-03,86,2,CHANNEL
11/1/1988,15-03,83,1,CHANNEL
12/1/1988,15-03,82,0,CHANNEL
1/1/1989,15-03,84,0,CHANNEL
2/1/1989,15-03,86,0,CHANNEL
3/1/1989,15-03,92,0,CHANNEL
4/1/1989,15-03,91,0,CHANNEL
5/1/1989,15-03,91,0,CHANNEL
6/1/1989,15-03,90,0,CHANNEL
7/1/1989,15-03,89,0,CHANNEL
8/1/1989,15-03,91,0,CHANNEL
9/1/1989,15-03,83,0,CHANNEL
10/1/1989,15-03,92,0,CHANNEL
11/1/1989,15-03,89,0,CHANNEL
12/1/1989,15-03,92,0,CHANNEL
1/1/1990,15-03,82,0,CHANNEL
2/1/1990,15-03,83,0,CHANNEL
3/1/1990,15-03,80,0,CHANNEL
4/1/1990,15-03,82,0,CHANNEL
5/1/1990,15-03,71,0,CHANNEL
6/1/1990,15-03,73,0,CHANNEL
7/1/1990,15-03,61,0,CHANNEL
8/1/1990,15-03,61,0,CHANNEL
9/1/1990,15-03,63,0,CHANNEL
10/1/1990,15-03,61,0,CHANNEL
11/1/1990,15-03,79,0,CHANNEL
12/1/1990,15-03,70,0,CHANNEL
1/1/1991,15-03,83,0,CHANNEL
2/1/1991,15-03,85,0,CHANNEL
3/1/1991,15-03,87,0,CHANNEL
4/1/1991,15-03,82,0,CHANNEL
5/1/1991,15-03,84,0,CHANNEL
6/1/1991,15-03,87,0,CHANNEL
7/1/1991,15-03,81,0,CHANNEL
8/1/1991,15-03,91,0,CHANNEL
9/1/1991,15-03,78,0,CHANNEL
10/1/1991,15-03,86,0,CHANNEL
11/1/1991,15-03,86,0,CHANNEL
12/1/1991,15-03,83,0,CHANNEL
1/1/1992,15-03,86,0,CHANNEL
2/1/1992,15-03,83,0,CHANNEL
3/1/1992,15-03,82,0,CHANNEL
4/1/1992,15-03,93,0,CHANNEL
5/1/1992,15-03,81,0,CHANNEL
6/1/1992,15-03,60,0,CHANNEL
7/1/1992,15-03,76,0,CHANNEL
8/1/1992,15-03,75,0,CHANNEL
9/1/1992,15-03,76,0,CHANNEL
10/1/1992,15-03,83,0,CHANNEL
11/1/1992,15-03,70,0,CHANNEL
12/1/1992,15-03,67,0,CHANNEL
1/1/1993,15-03,64,0,CHANNEL
2/1/1993,15-03,56,0,CHANNEL
3/1/1993,15-03,63,0,CHANNEL
4/1/1993,15-03,64,0,CHANNEL
5/1/1993,15-03,65,0,CHANNEL
6/1/1993,15-03,67,0,CHANNEL
7/1/1993,15-03,70,0,CHANNEL
8/1/1993,15-03,61,0,CHANNEL
9/1/1993,15-03,61,0,CHANNEL
10/1/1993,15-03,64,0,CHANNEL
11/1/1993,15-03,61,0,CHANNEL
12/1/1993,15-03,69,0,CHANNEL
1/1/1994,15-03,69,0,CHANNEL
2/1/1994,15-03,77,0,CHANNEL
3/1/1994,15-03,69,0,CHANNEL
11/1/1987,15-04,38,30,VALLEY
12/1/1987,15-04,110,52,VALLEY
1/1/1988,15-04,89,86,VALLEY
2/1/1988,15-04,94,75,VALLEY
3/1/1988,15-04,88,91,VALLEY
4/1/1988,15-04,101,107,VALLEY
5/1/1988,15-04,97,62,VALLEY
6/1/1988,15-04,81,90,VALLEY
7/1/1988,15-04,90,103,VALLEY
8/1/1988,15-04,91,109,VALLEY
9/1/1988,15-04,86,92,VALLEY
10/1/1988,15-04,78,106,VALLEY
11/1/1988,15-04,71,103,VALLEY
12/1/1988,15-04,67,102,VALLEY
1/1/1989,15-04,63,110,VALLEY
2/1/1989,15-04,71,120,VALLEY
3/1/1989,15-04,73,137,VALLEY
4/1/1989,15-04,64,134,VALLEY
5/1/1989,15-04,44,93,VALLEY
6/1/1989,15-04,71,143,VALLEY
7/1/1989,15-04,63,139,VALLEY
8/1/1989,15-04,56,124,VALLEY
9/1/1989,15-04,52,122,VALLEY
10/1/1989,15-04,52,86,VALLEY
11/1/1989,15-04,47,116,VALLEY
12/1/1989,15-04,42,110,VALLEY
1/1/1990,15-04,45,126,VALLEY
2/1/1990,15-04,42,123,VALLEY
3/1/1990,15-04,43,110,VALLEY
4/1/1990,15-04,38,84,VALLEY
5/1/1990,15-04,37,137,VALLEY
6/1/1990,15-04,43,148,VALLEY
7/1/1990,15-04,41,105,VALLEY
8/1/1990,15-04,45,159,VALLEY
9/1/1990,15-04,45,163,VALLEY
10/1/1990,15-04,43,151,VALLEY
11/1/1990,15-04,39,140,VALLEY
12/1/1990,15-04,28,134,VALLEY
1/1/1991,15-04,39,158,VALLEY
2/1/1991,15-04,38,182,VALLEY
3/1/1991,15-04,37,154,VALLEY
4/1/1991,15-04,40,166,VALLEY
5/1/1991,15-04,35,171,VALLEY
6/1/1991,15-04,32,179,VALLEY
7/1/1991,15-04,31,180,VALLEY
8/1/1991,15-04,22,112,VALLEY
9/1/1991,15-04,23,69,VALLEY
10/1/1991,15-04,22,25,VALLEY
11/1/1991,15-04,15,2,VALLEY
5/1/1993,15-04,22,9,VALLEY
6/1/1993,15-04,9,5,VALLEY
7/1/1993,15-04,10,8,VALLEY
8/1/1993,15-04,10,14,VALLEY
9/1/1993,15-04,10,21,VALLEY
10/1/1993,15-04,10,26,VALLEY
11/1/1993,15-04,10,36,VALLEY
12/1/1993,15-04,10,41,VALLEY
1/1/1994,15-04,10,45,VALLEY
2/1/1994,15-04,12,53,VALLEY
3/1/1994,15-04,11,48,VALLEY
,15-35,,,<N/A>
,16-02,,,<N/A>
1/1/1991,16-03,137,0,CHANNEL
2/1/1991,16-03,222,0,CHANNEL
3/1/1991,16-03,218,0,CHANNEL
4/1/1991,16-03,132,0,CHANNEL
5/1/1991,16-03,119,0,CHANNEL
6/1/1991,16-03,117,0,CHANNEL
7/1/1991,16-03,110,0,CHANNEL
8/1/1991,16-03,104,0,CHANNEL
9/1/1991,16-03,107,0,CHANNEL
10/1/1991,16-03,167,0,CHANNEL
11/1/1991,16-03,173,0,CHANNEL
12/1/1991,16-03,130,0,CHANNEL
1/1/1992,16-03,141,0,CHANNEL
2/1/1992,16-03,149,0,CHANNEL
3/1/1992,16-03,135,0,CHANNEL
4/1/1992,16-03,127,0,CHANNEL
5/1/1992,16-03,89,0,CHANNEL
6/1/1992,16-03,113,0,CHANNEL
7/1/1992,16-03,110,0,CHANNEL
8/1/1992,16-03,107,0,CHANNEL
9/1/1992,16-03,106,0,CHANNEL
10/1/1992,16-03,108,0,CHANNEL
11/1/1992,16-03,117,0,CHANNEL
12/1/1992,16-03,114,0,CHANNEL
1/1/1993,16-03,114,0,CHANNEL
2/1/1993,16-03,126,0,CHANNEL
3/1/1993,16-03,92,0,CHANNEL
4/1/1993,16-03,105,0,CHANNEL
5/1/1993,16-03,101,0,CHANNEL
6/1/1993,16-03,102,0,CHANNEL
7/1/1993,16-03,99,0,CHANNEL
8/1/1993,16-03,92,0,CHANNEL
9/1/1993,16-03,98,0,CHANNEL
10/1/1993,16-03,74,0,CHANNEL
11/1/1993,16-03,111,0,CHANNEL
12/1/1993,16-03,107,0,CHANNEL
1/1/1994,16-03,87,0,CHANNEL
2/1/1994,16-03,93,0,CHANNEL
3/1/1994,16-03,104,0,CHANNEL
2/1/1981,16-04,121,458,VALLEY
3/1/1981,16-04,119,512,VALLEY
4/1/1981,16-04,126,540,VALLEY
5/1/1981,16-04,112,557,VALLEY
6/1/1981,16-04,79,376,VALLEY
7/1/1981,16-04,77,579,VALLEY
8/1/1981,16-04,70,398,VALLEY
9/1/1981,16-04,72,298,VALLEY
10/1/1981,16-04,79,381,VALLEY
11/1/1981,16-04,82,275,VALLEY
12/1/1981,16-04,79,484,VALLEY
1/1/1982,16-04,84,491,VALLEY
2/1/1982,16-04,93,638,VALLEY
3/1/1982,16-04,88,497,VALLEY
4/1/1982,16-04,91,269,VALLEY
5/1/1982,16-04,78,495,VALLEY
6/1/1982,16-04,87,590,VALLEY
7/1/1982,16-04,95,674,VALLEY
8/1/1982,16-04,85,645,VALLEY
9/1/1982,16-04,99,686,VALLEY
10/1/1982,16-04,83,701,VALLEY
11/1/1982,16-04,79,633,VALLEY
12/1/1982,16-04,78,616,VALLEY
1/1/1983,16-04,51,395,VALLEY
2/1/1983,16-04,67,556,VALLEY
3/1/1983,16-04,51,433,VALLEY
4/1/1983,16-04,44,373,VALLEY
5/1/1983,16-04,54,503,VALLEY
6/1/1983,16-04,56,500,VALLEY
7/1/1983,16-04,62,599,VALLEY
8/1/1983,16-04,62,595,VALLEY
9/1/1983,16-04,53,443,VALLEY
10/1/1983,16-04,40,448,VALLEY
11/1/1983,16-04,41,202,VALLEY
12/1/1983,16-04,40,77,VALLEY
1/1/1984,16-04,40,414,VALLEY
2/1/1984,16-04,42,543,VALLEY
3/1/1984,16-04,38,326,VALLEY
4/1/1984,16-04,39,36,VALLEY
5/1/1984,16-04,38,163,VALLEY
6/1/1984,16-04,39,550,VALLEY
7/1/1984,16-04,38,645,VALLEY
8/1/1984,16-04,57,599,VALLEY
9/1/1984,16-04,41,442,VALLEY
10/1/1984,16-04,56,662,VALLEY
11/1/1984,16-04,61,661,VALLEY
12/1/1984,16-04,57,607,VALLEY
1/1/1985,16-04,53,580,VALLEY
2/1/1985,16-04,40,453,VALLEY
3/1/1985,16-04,37,423,VALLEY
4/1/1985,16-04,35,413,VALLEY
5/1/1985,16-04,34,680,VALLEY
6/1/1985,16-04,45,538,VALLEY
7/1/1985,16-04,43,669,VALLEY
8/1/1985,16-04,35,385,VALLEY
9/1/1985,16-04,31,364,VALLEY
10/1/1985,16-04,37,497,VALLEY
11/1/1985,16-04,37,400,VALLEY
12/1/1985,16-04,35,25,VALLEY
1/1/1986,16-04,35,625,VALLEY
2/1/1986,16-04,39,670,VALLEY
3/1/1986,16-04,35,573,VALLEY
4/1/1986,16-04,37,140,VALLEY
5/1/1986,16-04,36,458,VALLEY
